movie_id,country_id
tt0110391,151
tt0113691,151
tt0110428,150
tt0110428,151
tt0109836,151
tt0109836,73
tt0109836,150
tt0113755,151
tt0110538,151
tt0110516,151
tt0110527,151
tt0113808,151
tt0113896,151
tt0113870,151
tt0113870,51
tt0110684,151
tt0110638,151
tt0113967,151
tt0117169,73
tt0117169,151
tt0106402,150
tt0110671,151
tt0110632,151
tt0110737,151
tt0110737,70
tt0110729,104
tt0114069,151
tt0110413,51
tt0110413,151
tt0114113,151
tt0114210,151
tt0110912,151
tt0114084,150
tt0114084,151
tt0105652,140
tt0105652,151
tt0110889,150
tt0110932,151
tt0114129,73
tt0114129,151
tt0110963,51
tt0110963,53
tt0110963,70
tt0114214,151
tt0114214,73
tt0114296,151
tt0110907,151
tt0111495,51
tt0111495,138
tt0111495,116
tt0108394,51
tt0108394,116
tt0108394,138
tt0111507,138
tt0111507,51
tt0111507,116
tt0110769,33
tt0110769,60
tt0110965,28
tt0114571,53
tt0114571,151
tt0111333,151
tt0111333,132
tt0111333,73
tt0111333,28
tt0111112,151
tt0111112,67
tt0111255,151
tt0111255,114
tt0111282,51
tt0111282,151
tt0111070,151
tt0111070,28
tt0111161,151
tt0111149,150
tt0108260,151
tt0106966,94
tt0106966,38
tt0106966,134
tt0114594,151
tt0111309,10
tt0113936,28
tt0113936,151
tt0110081,60
tt0110081,33
tt0114614,151
tt0114608,151
tt0111280,151
tt0114609,151
tt0111454,150
tt0114852,151
tt0114694,151
tt0111590,151
tt0114788,151
tt0114888,151
tt0108550,151
tt0114857,151
tt0114924,151
tt0111667,151
tt0109655,28
tt0110598,10
tt0110598,51
tt0112435,151
tt0109040,151
tt0109045,10
tt0106339,150
tt0106339,53
tt0104779,150
tt0104779,51
tt0109348,151
tt0109444,151
tt0109444,28
tt0109446,151
tt0109484,151
tt0109504,151
tt0109506,151
tt0109450,151
tt0109813,151
tt0109830,151
tt0109831,150
tt0113305,151
tt0110091,151
tt0110093,151
tt0110167,151
tt0110213,151
tt0107472,53
tt0107472,16
tt0107472,150
tt0107472,51
tt0110357,151
tt0107426,51
tt0107426,84
tt0107426,150
tt0111686,151
tt0110475,151
tt0110478,151
tt0110588,151
tt0110588,28
tt0110622,151
tt0110771,151
tt0110950,151
tt0105226,151
tt0110989,151
tt0111054,151
tt0110997,151
tt0111257,151
tt0111256,151
tt0111438,73
tt0111438,151
tt0111503,151
tt0111693,151
tt0111742,151
tt0111756,151
tt0111756,28
tt0112443,151
tt0112443,28
tt0110455,67
tt0110455,150
tt0111048,151
tt0110399,151
tt0112570,151
tt0109454,51
tt0059170,151
tt0110186,151
tt0108069,150
tt0111301,73
tt0111301,151
tt0111301,10
tt0111301,60
tt0112702,151
tt0112849,151
tt0113014,151
tt0113043,151
tt0113104,151
tt0113173,151
tt0113319,151
tt0113827,151
tt0114047,151
tt0114047,28
tt0112889,94
tt0109339,151
tt0110027,150
tt0110027,51
tt0110027,28
tt0109785,151
tt0113409,151
tt0113409,28
tt0109021,151
tt0109035,151
tt0106220,151
tt0111804,151
tt0106226,151
tt0109068,151
tt0109067,151
tt0109067,73
tt0106292,151
tt0109198,151
tt0109219,151
tt0106379,150
tt0106379,73
tt0106379,151
tt0106400,151
tt0109254,151
tt0109279,150
tt0109279,151
tt0109297,151
tt0109303,151
tt0109305,151
tt0109306,151
tt0106452,151
tt0106471,151
tt0106489,151
tt0109361,151
tt0106505,151
tt0106519,151
tt0109439,151
tt0109443,151
tt0106582,51
tt0106582,70
tt0106582,73
tt0106582,151
tt0106598,151
tt0109456,151
tt0109480,151
tt0109493,151
tt0106660,70
tt0106660,151
tt0106673,151
tt0106677,151
tt0106697,151
tt0109729,151
tt0106834,151
tt0106873,151
tt0106332,33
tt0106332,60
tt0109783,151
tt0106881,151
tt0106880,151
tt0106880,150
tt0111732,151
tt0106926,151
tt0111712,67
tt0111712,150
tt0106941,151
tt0106918,151
tt0106965,51
tt0106965,151
tt0109842,151
tt0109842,51
tt0106977,151
tt0107004,151
tt0109890,151
tt0109890,73
tt0109891,151
tt0109913,151
tt0109920,131
tt0109920,151
tt0107057,151
tt0107076,151
tt0107096,51
tt0107096,151
tt0107144,151
tt0113674,151
tt0112966,150
tt0107151,53
tt0107151,42
tt0107151,117
tt0107151,151
tt0110064,151
tt0110074,150
tt0110074,53
tt0110074,151
tt0110097,151
tt0110123,151
tt0107206,151
tt0107207,67
tt0107207,151
tt0107207,150
tt0110137,151
tt0108551,151
tt0110197,151
tt0107286,73
tt0107286,151
tt0107290,151
tt0107302,151
tt0110265,51
tt0110265,151
tt0107322,151
tt0110305,151
tt0107362,151
tt0107413,151
tt0110353,151
tt0110353,10
tt0107468,151
tt0107468,28
tt0107478,51
tt0107478,151
tt0107497,28
tt0107497,151
tt0107501,151
tt0107507,151
tt0107554,151
tt0116253,151
tt0074102,73
tt0074102,51
tt0111689,151
tt0107616,150
tt0107616,151
tt0107611,151
tt0107613,151
tt0107614,151
tt0107653,150
tt0110657,151
tt0110649,151
tt0110678,150
tt0110678,10
tt0110678,151
tt0110687,151
tt0107756,150
tt0107756,121
tt0107756,70
tt0107756,51
tt0107756,102
tt0107808,151
tt0107818,151
tt0107822,104
tt0107822,10
tt0107822,51
tt0107840,151
tt0107889,151
tt0111003,151
tt0110939,151
tt0110955,151
tt0107943,151
tt0110971,151
tt0107969,151
tt0111001,151
tt0107978,151
tt0107977,151
tt0107977,51
tt0107983,150
tt0107983,151
tt0105275,10
tt0108000,151
tt0108002,151
tt0108026,151
tt0105032,51
tt0105032,70
tt0108052,151
tt0111094,151
tt0111094,94
tt0108065,151
tt0111102,150
tt0111102,151
tt0108071,151
tt0111127,151
tt0111143,151
tt0108101,150
tt0108122,151
tt0111194,151
tt0111201,10
tt0111201,150
tt0108149,151
tt0108160,151
tt0108162,151
tt0083658,151
tt0083658,150
tt0108186,151
tt0108174,151
tt0108238,151
tt0089256,51
tt0108255,150
tt0108255,151
tt0108255,73
tt0108255,51
tt0111323,151
tt0111400,151
tt0111400,28
tt0111400,73
tt0111400,150
tt0108328,28
tt0108328,102
tt0108328,117
tt0108328,50
tt0111418,151
tt0107688,151
tt0108333,150
tt0108333,11
tt0108333,151
tt0108358,151
tt0111488,151
tt0108399,151
tt0108399,51
tt0108515,151
tt0110763,151
tt0110763,140
tt0110763,150
tt0110763,28
tt0107779,28
tt0109226,151
tt0110259,150
tt0110259,28
tt0110259,151
tt0114906,151
tt0107002,51
tt0107002,16
tt0107002,70
tt0109403,151
tt0104029,94
tt0110623,151
tt0107315,134
tt0107315,51
tt0106408,150
tt0110363,151
tt0107349,42
tt0107349,137
tt0107349,40
tt0109828,102
tt0109828,150
tt0109828,51
tt0109828,70
tt0109828,151
tt0107225,70
tt0111252,151
tt0110366,151
tt0106878,51
tt0109120,151
tt0108059,70
tt0110892,150
tt0112651,51
tt0112651,150
tt0112651,53
tt0112651,151
tt0107642,51
tt0107642,16
tt0109382,70
tt0109382,51
tt0106678,7
tt0106678,70
tt0112572,151
tt0099785,151
tt0099653,151
tt0103639,151
tt0103064,151
tt0103064,51
tt0099348,151
tt0099348,150
tt0096895,151
tt0096895,150
tt0102926,151
tt0029583,151
tt0101414,151
tt0101414,73
tt0032910,151
tt0100405,151
tt0110719,121
tt0110719,51
tt0065214,151
tt0110395,151
tt0111752,33
tt0109934,151
tt0112606,151
tt0115978,151
tt0117247,151
tt0112625,150
tt0112625,151
tt0106537,150
tt0116282,150
tt0116282,151
tt0116552,151
tt0082509,150
tt0082509,28
tt0082509,151
tt0116514,150
tt0116514,151
tt0117283,151
tt0116684,51
tt0116684,70
tt0116684,150
tt0116684,151
tt0110374,104
tt0110374,150
tt0070506,70
tt0065421,151
tt0113083,134
tt0113083,51
tt0118001,134
tt0118001,151
tt0116165,151
tt0102855,53
tt0102855,51
tt0102855,28
tt0102855,70
tt0102855,7
tt0102855,150
tt0102855,131
tt0107471,51
tt0113839,151
tt0112712,50
tt0112712,53
tt0112712,151
tt0090665,146
tt0090665,51
tt0090665,70
tt0117891,151
tt0113613,151
tt0117381,151
tt0114305,28
tt0115837,151
tt0115509,151
tt0115509,51
tt0115509,28
tt0115509,67
tt0115509,143
tt0115509,42
tt0115509,10
tt0115509,140
tt0115509,150
tt0114671,150
tt0114671,51
tt0114671,70
tt0114671,53
tt0114671,134
tt0112844,151
tt0114658,151
tt0116275,151
tt0113122,151
tt0117608,151
tt0113448,150
tt0113448,51
tt0116414,151
tt0116095,151
tt0111543,51
tt0117517,53
tt0117312,53
tt0116485,53
tt0113947,51
tt0113947,70
tt0113947,53
tt0115956,151
tt0117060,151
tt0109028,151
tt0109028,73
tt0109028,62
tt0109028,42
tt0109028,53
tt0117071,67
tt0117071,151
tt0117788,53
tt0112257,132
tt0116136,151
tt0118026,53
tt0117117,53
tt0117117,150
tt0117117,11
tt0117117,67
tt0116168,151
tt0111787,131
tt0112509,10
tt0054189,51
tt0054189,70
tt0115591,150
tt0115591,151
tt0116683,150
tt0116683,151
tt0116287,151
tt0116287,28
tt0116768,28
tt0116768,151
tt0116269,151
tt0114787,49
tt0114787,51
tt0114787,53
tt0114787,23
tt0114787,40
tt0114787,61
tt0113720,42
tt0113720,137
tt0112536,151
tt0048473,63
tt0052572,63
tt0117128,151
tt0114616,151
tt0117705,151
tt0062711,51
tt0062711,70
tt0110061,151
tt0140614,151
tt0114307,67
tt0114307,151
tt0058898,51
tt0058898,70
tt0082206,51
tt0111430,22
tt0111430,50
tt0111430,53
tt0107727,51
tt0081759,151
tt0113443,151
tt0109491,10
tt0114048,151
tt0111613,53
tt0111613,51
tt0111613,138
tt0117104,151
tt0117688,94
tt0117688,151
tt0109751,69
tt0117774,151
tt0112604,150
tt0116289,151
tt0109593,151
tt0103095,151
tt0112368,150
tt0112368,51
tt0112368,53
tt0112368,151
tt0104046,16
tt0104046,51
tt0104046,102
tt0062952,151
tt0115742,151
tt0117420,28
tt0117420,151
tt0115951,10
tt0117784,151
tt0117107,151
tt0117979,151
tt0095776,151
tt0115851,151
tt0116322,151
tt0109374,150
tt0110712,151
tt0110712,7
tt0112817,53
tt0112817,73
tt0112817,151
tt0113362,51
tt0073778,151
tt0112546,134
tt0108500,51
tt0117108,151
tt0114103,53
tt0113270,151
tt0115963,151
tt0116448,151
tt0116827,151
tt0114894,104
tt0113429,150
tt0113429,73
tt0113429,53
tt0116508,150
tt0116508,151
tt0117260,151
tt0117500,151
tt0116405,150
tt0116405,151
tt0109592,70
tt0109592,51
tt0109592,53
tt0117998,151
tt0115624,151
tt0113145,51
tt0116559,53
tt0113568,73
tt0113568,150
tt0117894,151
tt0117723,151
tt0112586,150
tt0040366,151
tt0117768,151
tt0117768,150
tt0115571,151
tt0115571,94
tt0031612,151
tt0057012,150
tt0057012,151
tt0103926,28
tt0105737,151
tt0113849,150
tt0113849,151
tt0113188,151
tt0113188,28
tt0042644,151
tt0109381,150
tt0109381,22
tt0109688,60
tt0109688,140
tt0109688,33
tt0109688,73
tt0104606,65
tt0110480,151
tt0108211,53
tt0117331,10
tt0117331,151
tt0117765,151
tt0116833,67
tt0116833,42
tt0116833,150
tt0113280,151
tt0116669,151
tt0116594,150
tt0116594,151
tt0113211,151
tt0114494,49
tt0114494,150
tt0114494,51
tt0114494,53
tt0114494,55
tt0038426,134
tt0094265,16
tt0094265,35
tt0094265,51
tt0094265,158
tt0105201,27
tt0105201,51
tt0070820,124
tt0084898,24
tt0063715,51
tt0063715,70
tt0109191,151
tt0114122,151
tt0117951,150
tt0117951,151
tt0118523,151
tt0116629,151
tt0117737,150
tt0117737,51
tt0117737,70
tt0116277,151
tt0116583,151
tt0115798,151
tt0116778,151
tt0116213,151
tt0117218,151
tt0100990,7
tt0111546,120
tt0111546,51
tt0113610,151
tt0093199,61
tt0106810,51
tt0111180,115
tt0111237,151
tt0072362,151
tt0103207,51
tt0103207,70
tt0116040,151
tt0116365,104
tt0116365,151
tt0116905,151
tt0116493,151
tt0117333,151
tt0118113,150
tt0118113,51
tt0118113,53
tt0118113,151
tt0117628,151
tt0117913,151
tt0115530,150
tt0115530,151
tt0114266,51
tt0115493,151
tt0116320,151
tt0116756,151
tt0109356,61
tt0109356,138
tt0109356,51
tt0116823,151
tt0112568,151
tt0112568,28
tt0114170,151
tt0117999,150
tt0118073,151
tt0108220,70
tt0049521,51
tt0049521,94
tt0112746,151
tt0104403,150
tt0061495,51
tt0110246,53
tt0110246,11
tt0110246,137
tt0116164,53
tt0112865,53
tt0112716,117
tt0112716,51
tt0115472,151
tt0115472,53
tt0115472,150
tt0115472,40
tt0115472,51
tt0116707,151
tt0116313,151
tt0114550,150
tt0114550,151
tt0117438,151
tt0116531,151
tt0117332,151
tt0116353,151
tt0115857,151
tt0117008,151
tt0116191,150
tt0116191,151
tt0115986,151
tt0116571,151
tt0053459,51
tt0053459,70
tt0117826,151
tt0117826,28
tt0113695,151
tt0108227,33
tt0111424,60
tt0113080,151
tt0113080,53
tt0113080,73
tt0115680,151
tt0117718,151
tt0116225,151
tt0112767,155
tt0112767,51
tt0112767,60
tt0115632,151
tt0117918,151
tt0104109,51
tt0104109,10
tt0051980,73
tt0100840,51
tt0107575,70
tt0042054,33
tt0068646,151
tt0116536,151
tt0109255,53
tt0104558,60
tt0116985,151
tt0114936,151
tt0114474,150
tt0115736,151
tt0115836,151
tt0101692,10
tt0116745,51
tt0116745,151
tt0119214,151
tt0116934,151
tt0109066,140
tt0075169,138
tt0075169,156
tt0113542,151
tt0110693,28
tt0106544,60
tt0116418,151
tt0112607,51
tt0112607,16
tt0112607,138
tt0120004,150
tt0120004,53
tt0120004,73
tt0120004,151
tt0116654,151
tt0116311,151
tt0117965,151
tt0114592,151
tt0115725,151
tt0115783,151
tt0120271,151
tt0109001,102
tt0094822,134
tt0113253,151
tt0117991,67
tt0117991,150
tt0117093,151
tt0024252,53
tt0105729,151
tt0111019,51
tt0035896,151
tt0032904,151
tt0045152,151
tt0043278,151
tt0050419,151
tt0054698,151
tt0052357,151
tt0047396,151
tt0025316,151
tt0036855,151
tt0025164,151
tt0053125,151
tt0053604,151
tt0053291,151
tt0056923,151
tt0034583,151
tt0033870,151
tt0058385,151
tt0047437,151
tt0046250,151
tt0031580,151
tt0037059,151
tt0032138,151
tt0031381,151
tt0084370,151
tt0043014,151
tt0033467,151
tt0062622,150
tt0062622,151
tt0039428,151
tt0042192,151
tt0032143,151
tt0032976,151
tt0032484,151
tt0038787,151
tt0038109,151
tt0050105,151
tt0048728,151
tt0042451,151
tt0045537,151
tt0031725,151
tt0050658,151
tt0051658,151
tt0052126,151
tt0029843,151
tt0032762,151
tt0037008,151
tt0039420,151
tt0029162,151
tt0027125,151
tt0035446,151
tt0028010,151
tt0049261,151
tt0048028,151
tt0025878,151
tt0032599,151
tt0048960,151
tt0038650,151
tt0031679,151
tt0029947,151
tt0034012,151
tt0017350,151
tt0036094,151
tt0025586,151
tt0038300,151
tt0027893,151
tt0032022,151
tt0041509,151
tt0039152,151
tt0026029,150
tt0038235,151
tt0036241,151
tt0063350,151
tt0043265,150
tt0043265,151
tt0046414,150
tt0046414,70
tt0051459,151
tt0047162,151
tt0033891,151
tt0029855,151
tt0029588,151
tt0022879,151
tt0027980,151
tt0114007,150
tt0114007,67
tt0093229,60
tt0118927,151
tt0118927,131
tt0048491,151
tt0113730,150
tt0117357,51
tt0117357,151
tt0117669,151
tt0116329,151
tt0118742,28
tt0118742,151
tt0116442,151
tt0114354,53
tt0117011,151
tt0117039,67
tt0117039,150
tt0117039,151
tt0117473,151
tt0116635,151
tt0115678,151
tt0116830,151
tt0115847,151
tt0117603,151
tt0115438,151
tt0115994,151
tt0083587,51
tt0083587,61
tt0083587,156
tt0116167,151
tt0116259,150
tt0116259,151
tt0116259,28
tt0116421,151
tt0116000,151
tt0115862,151
tt0072653,151
tt0047977,151
tt0072951,151
tt0064603,151
tt0071607,151
tt0050798,151
tt0055277,151
tt0054195,151
tt0107131,151
tt0053271,151
tt0054357,151
tt0059793,151
tt0046672,151
tt0106611,151
tt0109127,151
tt0042332,151
tt0038166,151
tt0057546,151
tt0041890,151
tt0102798,151
tt0058331,151
tt0033563,151
tt0076538,151
tt0066817,151
tt0043274,151
tt0082406,151
tt0116361,151
tt0116361,51
tt0059742,151
tt0095016,151
tt0104692,150
tt0104692,73
tt0118044,51
tt0118044,151
tt0114597,151
tt0117582,150
tt0117589,150
tt0117589,51
tt0117887,151
tt0117924,151
tt0117791,151
tt0116928,151
tt0115640,150
tt0116908,151
tt0116409,151
tt0116409,53
tt0116913,151
tt0117958,151
tt0117400,51
tt0117400,150
tt0117400,151
tt0117202,151
tt0116404,151
tt0120107,151
tt0116722,150
tt0116242,151
tt0115600,43
tt0115600,151
tt0117509,151
tt0117509,94
tt0117509,10
tt0117509,28
tt0117802,151
tt0117665,151
tt0117781,151
tt0116714,151
tt0043140,150
tt0029546,151
tt0028757,151
tt0039286,151
tt0037101,151
tt0044863,151
tt0109823,28
tt0067992,150
tt0067992,151
tt0111622,16
tt0055018,150
tt0055018,151
tt0070707,151
tt0066808,151
tt0095159,150
tt0095159,151
tt0079470,150
tt0084865,150
tt0084865,151
tt0068334,151
tt0059243,151
tt0061418,151
tt0052027,151
tt0046912,151
tt0113731,51
tt0113731,150
tt0113731,53
tt0092890,151
tt0105236,151
tt0091763,151
tt0091763,150
tt0098627,151
tt0103772,51
tt0103772,151
tt0103772,150
tt0101761,51
tt0101761,151
tt0104036,150
tt0104036,73
tt0104348,151
tt0084707,150
tt0084707,151
tt0083866,151
tt0117577,151
tt0029992,151
tt0099371,151
tt0092099,151
tt0115531,151
tt0048545,151
tt0044081,151
tt0116859,151
tt0116859,102
tt0102336,151
tt0115870,11
tt0115684,151
tt0115684,23
tt0117040,51
tt0117040,138
tt0117040,70
tt0117040,150
tt0117284,151
tt0115580,151
tt0116378,151
tt0114472,151
tt0113057,51
tt0116581,16
tt0116581,51
tt0116581,150
tt0114622,150
tt0114622,51
tt0114622,70
tt0114622,108
tt0112907,151
tt0117318,151
tt0116422,151
tt0114147,151
tt0117320,151
tt0082846,151
tt0072081,150
tt0072081,151
tt0101775,150
tt0101775,151
tt0096754,151
tt0080749,151
tt0082340,150
tt0082340,151
tt0082533,151
tt0091288,138
tt0091288,51
tt0091288,70
tt0091480,138
tt0091480,51
tt0091480,70
tt0111357,151
tt0107274,32
tt0107274,94
tt0081375,151
tt0071853,150
tt0116587,28
tt0116587,53
tt0112777,151
tt0116245,151
tt0116212,151
tt0113328,16
tt0113328,102
tt0113328,151
tt0116403,151
tt0117968,51
tt0117968,117
tt0116886,151
tt0117677,151
tt0112759,28
tt0118147,151
tt0110173,51
tt0084589,51
tt0109781,40
tt0109781,51
tt0109781,150
tt0109781,53
tt0040427,151
tt0040723,151
tt0039881,151
tt0092281,116
tt0034493,70
tt0039004,51
tt0026465,151
tt0026656,151
tt0025799,151
tt0078875,156
tt0078875,51
tt0078875,116
tt0069198,150
tt0110521,51
tt0110521,102
tt0110521,16
tt0060304,51
tt0115715,151
tt0113031,151
tt0116059,151
tt0115610,151
tt0099028,150
tt0099028,151
tt0112483,151
tt0103850,150
tt0103850,151
tt0095765,70
tt0095765,51
tt0097108,102
tt0097108,150
tt0097108,51
tt0109942,51
tt0101700,51
tt0101765,51
tt0101765,116
tt0101765,108
tt0101811,150
tt0050825,151
tt0099703,151
tt0099703,28
tt0102014,67
tt0102014,150
tt0120121,151
tt0116209,151
tt0116209,150
tt0102426,70
tt0097937,67
tt0097937,150
tt0098724,151
tt0105107,151
tt0105488,10
tt0105488,150
tt0096257,151
tt0101026,134
tt0102370,151
tt0100332,150
tt0100332,151
tt0073486,151
tt0078446,151
tt0080684,151
tt0093779,151
tt0082971,151
tt0088846,150
tt0088846,151
tt0090605,150
tt0090605,151
tt0060196,70
tt0060196,134
tt0060196,156
tt0060196,151
tt0094336,150
tt0050083,151
tt0056172,150
tt0056172,151
tt0066921,150
tt0066921,151
tt0056592,151
tt0078788,151
tt0064116,70
tt0064116,151
tt0086190,151
tt0093191,156
tt0093191,51
tt0041959,150
tt0041959,151
tt0099685,151
tt0078748,150
tt0078748,151
tt0106308,151
tt0095250,51
tt0095250,70
tt0095250,151
tt0089881,73
tt0089881,51
tt0097202,60
tt0054215,151
tt0080455,151
tt0071562,151
tt0093058,150
tt0093058,151
tt0097499,150
tt0086879,151
tt0086879,51
tt0045061,151
tt0087843,70
tt0087843,151
tt0081398,151
tt0075686,151
tt0086197,151
tt0079944,133
tt0082096,156
tt0070735,151
tt0067185,151
tt0103130,150
tt0103130,151
tt0050976,137
tt0085859,150
tt0088247,150
tt0088247,151
tt0103873,104
tt0097441,151
tt0100519,150
tt0100519,151
tt0079522,151
tt0100150,151
tt0097165,151
tt0061722,151
tt0052311,151
tt0100263,51
tt0100263,70
tt0050212,150
tt0050212,151
tt0056801,70
tt0056801,51
tt0071315,151
tt0043456,151
tt0040897,151
tt0092610,104
tt0023969,151
tt0088794,151
tt0081505,150
tt0081505,151
tt0092005,151
tt0022100,53
tt0092991,151
tt0057115,151
tt0077416,151
tt0077416,150
tt0082269,51
tt0107048,151
tt0105695,151
tt0056218,151
tt0100436,151
tt0100436,28
tt0036613,151
tt0088763,151
tt0101921,151
tt0066206,151
tt0090967,156
tt0090967,151
tt0094625,73
tt0091203,150
tt0091203,151
tt0061512,151
tt0099334,51
tt0072431,151
tt0102536,150
tt0102536,51
tt0102536,53
tt0102536,73
tt0102536,151
tt0101640,60
tt0101640,33
tt0032553,151
tt0032455,151
tt0044706,151
tt0038355,151
tt0097493,151
tt0081534,151
tt0052618,151
tt0088258,151
tt0085809,151
tt0094006,151
