show_id,person_id
tt0898266,nm0329985
tt0898266,nm0666392
tt0898266,nm0257145
tt0898266,nm0322799
tt0898266,nm0331212
tt0898266,nm0169712
tt0898266,nm0236506
tt0898266,nm8969946
tt0898266,nm0514439
tt0898266,nm1029902
tt0898266,nm3433037
tt0898266,nm2934564
tt0898266,nm4518571
tt0898266,nm2937752
tt0898266,nm1889836
tt0898266,nm1848296
tt0898266,nm1262412
tt0898266,nm6487887
tt0072500,nm0095665
tt0072500,nm0000092
tt0995832,nm0122654
tt0995832,nm0800108
tt0995832,nm2631476
tt0219430,nm0752968
tt0117547,nm0778819
tt0433722,nm0464804
tt0433722,nm2008007
tt0433722,nm2584593
tt0213338,nm0913860
tt0213338,nm0359584
tt0213338,nm0633730
tt0213338,nm0948412
tt0213338,nm0408394
tt0213338,nm0613444
tt0213338,nm0766199
tt0213338,nm0442828
tt0213338,nm0945348
tt0213338,nm1000156
tt0213338,nm0556856
tt1738340,nm0412470
tt1738340,nm0492692
tt0974077,nm0083804
tt0974077,nm0174717
tt0974077,nm0309121
tt0974077,nm0858912
tt1219817,nm0236286
tt1219817,nm0475993
tt1219817,nm0695332
tt3087752,nm0008053
tt3087752,nm0505615
tt3087752,nm0939128
tt1720619,nm0932216
tt2649522,nm0938727
tt0098492,nm0030417
tt0098492,nm0875453
tt0098492,nm0645441
tt0098492,nm1415835
tt0098492,nm0945293
tt0856824,nm0875453
tt0856824,nm0257939
tt0856824,nm0645441
tt0856824,nm0030417
tt0364146,nm0480843
tt0364146,nm0133459
tt0364146,nm0159892
tt0284741,nm0699136
tt0284741,nm0912438
tt0076993,nm0585151
tt0076993,nm0569570
tt0076993,nm0488956
tt0076993,nm0956162
tt0074621,nm0119514
tt0074621,nm0313168
tt0074621,nm0582837
tt0090522,nm0332424
tt0090522,nm0372677
tt0346223,nm0595584
tt0397501,nm0035952
tt0397501,nm0075856
tt0397501,nm0287986
tt0397501,nm0353584
tt0468988,nm0233548
tt0468988,nm0285557
tt0468988,nm0488484
tt0468988,nm0812143
tt1883092,nm0463989
tt0446610,nm0715931
tt0446610,nm2513343
tt0446610,nm0130358
tt0446610,nm1341060
tt3012698,nm0026862
tt3012698,nm0835197
tt1238834,nm0101178
tt1238834,nm0111577
tt2944454,nm4331196
tt0403778,nm1256362
tt0403778,nm1748959
tt0403778,nm0095564
tt0403778,nm0000191
tt3069212,nm1438275
tt3069212,nm2038226
tt3069212,nm1457532
tt2357472,nm0241957
tt1339238,nm5488796
tt1339238,nm0926075
tt1339238,nm1771605
tt0095388,nm0926892
tt0095388,nm0549220
tt0115392,nm0253544
tt0115392,nm0482780
tt3696720,nm1743408
tt3696720,nm0505255
tt3696720,nm1453801
tt0349747,nm0689081
tt3877200,nm1640789
tt3877200,nm1256259
tt1567215,nm0472190
tt1567215,nm0839695
tt0090490,nm0275848
tt0090490,nm0382227
tt0090490,nm0415887
tt3132738,nm6629704
tt3132738,nm0583292
tt0085106,nm0425540
tt0088583,nm0382227
tt0088583,nm0415887
tt0088583,nm0250268
tt0088583,nm0338224
tt0088583,nm0791209
tt0086823,nm0118341
tt0086823,nm0296286
tt0086823,nm0325882
tt0086823,nm0425540
tt0086823,nm0846532
tt0086823,nm0519481
tt0086823,nm0519484
tt0205214,nm0055726
tt0210294,nm0601881
tt0210294,nm0026153
tt0168355,nm0055726
tt1127205,nm0290833
tt1127205,nm0595738
tt0078672,nm0000807
tt0078672,nm0919720
tt0463826,nm0285557
tt0463826,nm0812143
tt0118453,nm0587518
tt0118453,nm0933505
tt0222608,nm0088062
tt0222608,nm0002042
tt0100361,nm0465792
tt0100361,nm0503693
tt0289830,nm0092018
tt0088611,nm0585151
tt0088611,nm0798103
tt0088611,nm0073882
tt0116619,nm0001986
tt0116619,nm0280179
tt1307789,nm0000410
tt0425674,nm1372823
tt0425674,nm1646562
tt0934320,nm1372823
tt0374463,nm0003662
tt0374463,nm0028982
tt0374463,nm0038933
tt0374463,nm2521775
tt0374463,nm0571341
tt0374463,nm0670782
tt0374463,nm0770938
tt0374463,nm2687072
tt0374463,nm3408014
tt3053694,nm0241622
tt2044056,nm0184108
tt0317875,nm0480166
tt0317875,nm0773418
tt0115288,nm0301274
tt0115288,nm0377901
tt0420408,nm0688279
tt0427042,nm0203961
tt0847150,nm0000807
tt0847150,nm0203577
tt1855924,nm2341575
tt0081443,nm0135782
tt0081443,nm0949722
tt0115387,nm0057673
tt0115387,nm0111575
tt0115387,nm0634187
tt2109059,nm0414025
tt2109059,nm3692091
tt2109059,nm1620376
tt1489097,nm1184986
tt1489097,nm3692233
tt1489097,nm3692091
tt1489097,nm1274518
tt1489097,nm1738776
tt1489097,nm1620376
