movie_id,genre
tt0114709,Adventure
tt0114709,Animation
tt0114709,Comedy
tt0113497,Adventure
tt0113497,Comedy
tt0113497,Family
tt0113228,Comedy
tt0113228,Romance
tt0114885,Comedy
tt0114885,Drama
tt0114885,Romance
tt0113041,Comedy
tt0113041,Family
tt0113041,Romance
tt0113277,Action
tt0113277,Crime
tt0113277,Drama
tt0114319,Comedy
tt0114319,Drama
tt0114319,Romance
tt0112302,Adventure
tt0112302,Comedy
tt0112302,Drama
tt0114576,Action
tt0114576,Crime
tt0114576,Thriller
tt0113189,Action
tt0113189,Adventure
tt0113189,Thriller
tt0112346,Comedy
tt0112346,Drama
tt0112346,Romance
tt0112896,Comedy
tt0112896,Fantasy
tt0112896,Horror
tt0112453,Adventure
tt0112453,Animation
tt0112453,Drama
tt0113987,Biography
tt0113987,Drama
tt0113987,History
tt0112760,Action
tt0112760,Adventure
tt0112760,Comedy
tt0112641,Crime
tt0112641,Drama
tt0114388,Drama
tt0114388,Romance
tt0113101,Comedy
tt0112281,Adventure
tt0112281,Comedy
tt0112281,Crime
tt0113845,Action
tt0113845,Comedy
tt0113845,Crime
tt0113161,Comedy
tt0113161,Crime
tt0113161,Thriller
tt0112722,Drama
tt0112722,Mystery
tt0112722,Thriller
tt0112401,Action
tt0112401,Crime
tt0112401,Thriller
tt0114168,Drama
tt0114168,Fantasy
tt0114168,Mystery
tt0113627,Drama
tt0113627,Romance
tt0114057,Drama
tt0114057,Romance
tt0114011,Comedy
tt0114011,Drama
tt0114011,Romance
tt0112682,Adventure
tt0112682,Drama
tt0112682,Fantasy
tt0115012,Crime
tt0115012,Drama
tt0115012,History
tt0112792,Biography
tt0112792,Drama
tt0114746,Mystery
tt0114746,Sci-Fi
tt0114746,Thriller
tt0114952,Adventure
tt0114952,Romance
tt0112431,Comedy
tt0112431,Drama
tt0112431,Family
tt0112637,Biography
tt0112637,Drama
tt0112637,Romance
tt0112818,Crime
tt0112818,Drama
tt0112286,Adventure
tt0112286,Drama
tt0112286,Family
tt0113442,Comedy
tt0113442,Family
tt0113442,Romance
tt0112697,Comedy
tt0112697,Romance
tt0112749,Drama
tt0112749,Thriller
tt0114279,Drama
tt0114279,Sci-Fi
tt0114279,War
tt0112819,Action
tt0112819,Crime
tt0112819,Drama
tt0114272,Biography
tt0114272,Drama
tt0114272,History
tt0113855,Action
tt0113855,Adventure
tt0113855,Fantasy
tt0114681,Comedy
tt0114681,Crime
tt0114681,Drama
tt0113347,Comedy
tt0113347,Drama
tt0113347,Romance
tt0114369,Crime
tt0114369,Drama
tt0114369,Mystery
tt0114148,Adventure
tt0114148,Animation
tt0114148,Drama
tt0114916,Drama
tt0114916,Romance
tt0114814,Crime
tt0114814,Drama
tt0114814,Mystery
tt0113819,Comedy
tt0113819,Fantasy
tt0113819,Romance
tt0110299,Comedy
tt0110299,Drama
tt0112499,Comedy
tt0112499,Family
tt0112499,Sport
tt0113158,Drama
tt0113158,Music
tt0113541,Adventure
tt0113541,Comedy
tt0113541,Family
tt0113321,Comedy
tt0113321,Drama
tt0113321,Romance
tt0110877,Biography
tt0110877,Comedy
tt0110877,Drama
tt0112714,Drama
tt0112714,Mystery
tt0112714,Thriller
tt0113419,Drama
tt0113419,Family
tt0113419,Fantasy
tt0116260,Crime
tt0116260,Drama
tt0116260,Thriller
tt0113862,Drama
tt0113862,Music
tt0116126,Comedy
tt0116126,Crime
tt0118002,Comedy
tt0118002,Crime
tt0118002,Romance
tt0115683,Comedy
tt0116839,Action
tt0116839,Sci-Fi
tt0116839,Thriller
tt0114753,Comedy
tt0114753,Drama
tt0113149,Comedy
tt0113149,Drama
tt0113149,Romance
tt0113118,Comedy
tt0113118,Drama
tt0116367,Action
tt0116367,Crime
tt0116367,Horror
tt0113010,Action
tt0113010,Romance
tt0113010,Thriller
tt0113537,Comedy
tt0113537,Drama
tt0113537,Romance
tt0113828,Comedy
tt0113828,Drama
tt0113828,History
tt0115644,Drama
tt0115644,Romance
tt0115676,Comedy
tt0115676,Thriller
tt0114367,Horror
tt0114367,Sci-Fi
tt0114367,Thriller
tt0113973,Biography
tt0113973,Documentary
tt0113973,Music
tt0112744,Drama
tt0112744,Thriller
tt0116731,Crime
tt0116731,Drama
tt0116731,Thriller
tt0112445,Drama
tt0112445,Family
tt0114660,Crime
tt0114660,Drama
tt0114660,Thriller
tt0112379,Comedy
tt0112379,Drama
tt0114039,Drama
tt0114039,Romance
tt0113612,Comedy
tt0113612,Drama
tt0112365,Drama
tt0112365,Romance
tt0118158,Adventure
tt0118158,Drama
tt0116151,Adventure
tt0116151,Comedy
tt0116151,Family
tt0115697,Comedy
tt0113972,Action
tt0113972,Crime
tt0113972,Drama
tt0113490,Drama
tt0117002,Drama
tt0117002,Horror
tt0117002,Romance
tt0114825,Comedy
tt0114825,Fantasy
tt0114825,Horror
tt0115639,Comedy
tt0115639,Drama
tt0115639,Romance
tt0115759,Action
tt0115759,Adventure
tt0115759,Thriller
tt0113403,Comedy
tt0113247,Crime
tt0113247,Drama
tt0111173,Action
tt0111173,Crime
tt0111173,Drama
tt0115907,Crime
tt0115907,Drama
tt0115907,Mystery
tt0115734,Comedy
tt0115734,Crime
tt0115734,Drama
tt0117102,Comedy
tt0118040,Drama
tt0118040,Mystery
tt0118040,Sci-Fi
tt0116483,Comedy
tt0116483,Sport
tt0112579,Drama
tt0112579,Romance
tt0110251,Comedy
tt0110251,Drama
tt0117110,Action
tt0117110,Adventure
tt0117110,Comedy
tt0112646,Documentary
tt0113276,Comedy
tt0113276,Crime
tt0113276,Drama
tt0112573,Biography
tt0112573,Drama
tt0112573,War
tt0075314,Crime
tt0075314,Drama
tt0113326,Action
tt0113326,Comedy
tt0113326,Crime
tt0115645,Crime
tt0115645,Drama
tt0115645,Mystery
tt0113774,Drama
tt0112556,Comedy
tt0112373,Biography
tt0112373,Documentary
tt0112373,War
tt0115033,Comedy
tt0115033,Crime
tt0115033,Drama
tt0116606,Comedy
tt0116606,Romance
tt0114536,Comedy
tt0117427,Adventure
tt0117427,Comedy
tt0117427,Drama
tt0103859,Comedy
tt0103859,Drama
tt0103859,Romance
tt0109424,Comedy
tt0109424,Crime
tt0109424,Drama
tt0114808,Drama
tt0114808,Romance
tt0116324,Comedy
tt0110647,Adventure
tt0110647,Comedy
tt0110647,Family
tt0111055,Drama
tt0110217,Biography
tt0110217,Documentary
tt0110217,Mystery
tt0114131,Comedy
tt0114131,Romance
tt0112364,Drama
tt0113107,Drama
tt0113107,Romance
tt0113107,War
tt0113451,Crime
tt0113451,Drama
tt0113451,Thriller
tt0114015,Comedy
tt0114015,Drama
tt0114500,Documentary
tt0116130,Comedy
tt0113125,Biography
tt0113125,Documentary
tt0113756,Comedy
tt0113756,Romance
tt0113952,Drama
tt0114618,Drama
tt0118055,Drama
tt0118055,Romance
tt0115685,Comedy
tt0094878,Drama
tt0094878,War
tt0113200,Drama
tt0113200,History
tt0112585,Comedy
tt0112585,Drama
tt0112585,Romance
tt0112442,Action
tt0112442,Comedy
tt0112442,Crime
tt0112342,Adventure
tt0112342,Drama
tt0112342,Family
tt0112461,Biography
tt0112461,Crime
tt0112461,Drama
tt0112427,Comedy
tt0112427,Drama
tt0112427,Romance
tt0109093,Comedy
tt0109093,Crime
tt0109093,Drama
tt0112384,Adventure
tt0112384,Drama
tt0112384,History
tt0114287,Adventure
tt0114287,Biography
tt0114287,Drama
tt0112288,Drama
tt0112288,Horror
tt0112462,Action
tt0112462,Adventure
tt0061395,Drama
tt0061395,Romance
tt0112495,Action
tt0112495,Adventure
tt0112495,Drama
tt0112541,Comedy
tt0109370,Action
tt0109370,Comedy
tt0112642,Comedy
tt0112642,Family
tt0112642,Fantasy
tt0112688,Crime
tt0112688,Drama
tt0112688,Mystery
tt0112715,Action
tt0112715,Adventure
tt0112715,Mystery
tt0112740,Action
tt0112740,Drama
tt0112740,Thriller
tt0109508,Biography
tt0109508,Comedy
tt0109508,Documentary
tt0112851,Action
tt0112851,Crime
tt0112851,Drama
tt0112857,Crime
tt0112857,Drama
tt0112857,Mystery
tt0112864,Action
tt0112864,Adventure
tt0112864,Thriller
tt0112887,Comedy
tt0112887,Crime
tt0112887,Drama
tt0113044,Crime
tt0113044,Drama
tt0113044,Mystery
tt0113071,Action
tt0113071,Adventure
tt0113071,Drama
tt0113114,Adventure
tt0113114,Drama
tt0113114,Family
tt0113243,Crime
tt0113243,Drama
tt0113243,Romance
tt0113464,Comedy
tt0113464,Drama
tt0113481,Action
tt0113481,Drama
tt0113481,Sci-Fi
tt0113492,Action
tt0113492,Crime
tt0113492,Sci-Fi
tt0113500,Comedy
tt0113540,Drama
tt0113677,Comedy
tt0113677,Drama
tt0113690,Horror
tt0113690,Mystery
tt0113690,Thriller
tt0107447,Comedy
tt0107447,Drama
tt0113729,Comedy
tt0113729,Drama
tt0113729,Romance
tt0113749,Comedy
tt0113749,Romance
tt0113820,Action
tt0113820,Adventure
tt0113820,Family
tt0113851,Comedy
tt0113851,Drama
tt0113851,Romance
tt0110604,Crime
tt0110604,Horror
tt0110604,Thriller
tt0110620,Drama
tt0110620,Horror
tt0113957,Action
tt0113957,Crime
tt0113957,Drama
tt0113986,Comedy
tt0113986,Romance
tt0114095,Comedy
tt0114095,Drama
tt0114095,Romance
tt0114194,Action
tt0114194,Crime
tt0114194,Drama
tt0114241,Comedy
tt0114241,Drama
tt0114241,Fantasy
tt0114323,Drama
tt0114345,Drama
tt0114345,Romance
tt0114435,Documentary
tt0114435,Music
tt0114436,Drama
tt0114478,Comedy
tt0114478,Drama
tt0114496,Comedy
tt0114496,Drama
tt0114496,Romance
tt0114508,Action
tt0114508,Horror
tt0114508,Sci-Fi
tt0114534,Drama
tt0114558,Crime
tt0114558,Drama
tt0114558,Sci-Fi
tt0058450,Drama
tt0058450,Musical
tt0058450,Romance
tt0114666,Crime
tt0114666,Drama
tt0114666,Thriller
tt0114663,Drama
tt0114663,Family
tt0114663,Fantasy
tt0114702,Biography
tt0114702,Drama
tt0114702,Romance
tt0114682,Comedy
tt0114682,Drama
tt0114781,Action
tt0114781,Adventure
tt0114781,Thriller
tt0114798,Comedy
tt0114798,Drama
tt0114805,Documentary
tt0114887,Drama
tt0114887,Romance
tt0114898,Action
tt0114898,Adventure
tt0114898,Sci-Fi
tt0114928,Drama
tt0114928,Thriller
tt0114938,Action
tt0114938,Biography
tt0114938,Drama
tt0109340,Drama
tt0112602,Adventure
tt0112602,Comedy
tt0112602,Crime
tt0111579,Drama
tt0111579,War
tt0110882,Drama
tt0110882,Romance
tt0110882,War
tt0112471,Drama
tt0112471,Romance
tt0112508,Comedy
tt0112438,Drama
tt0112438,Thriller
tt0112571,Comedy
tt0112571,Drama
tt0112757,Adventure
tt0112757,Drama
tt0112679,Drama
tt0112679,Romance
tt0109445,Comedy
tt0112883,Comedy
tt0112883,Drama
tt0112883,Romance
tt0109635,Drama
tt0109635,Thriller
tt0109676,Action
tt0109676,Adventure
tt0109676,Thriller
tt0112854,Comedy
tt0112854,Crime
tt0112854,Fantasy
tt0109579,Drama
tt0109579,Mystery
tt0109579,Thriller
tt0109642,Crime
tt0109642,Drama
tt0109642,Mystery
tt0109686,Comedy
tt0111797,Comedy
tt0111797,Drama
tt0111797,Romance
tt0109759,Drama
tt0109758,Comedy
tt0109758,Crime
tt0109758,Romance
tt0109707,Biography
tt0109707,Comedy
tt0109707,Drama
tt0113117,Comedy
tt0113117,Drama
tt0113117,Romance
tt0113097,Comedy
tt0113097,Romance
tt0113028,Adventure
tt0113028,Family
tt0113198,Adventure
tt0113198,Animation
tt0113198,Comedy
tt0113303,Fantasy
tt0113303,Horror
tt0113303,Thriller
tt0113089,Drama
tt0113089,Family
tt0113089,Fantasy
tt0109771,Biography
tt0109771,Drama
tt0109771,Music
tt0113199,Comedy
tt0113199,Drama
tt0113199,Family
tt0113234,Adventure
tt0113234,Animation
tt0113234,Comedy
tt0109906,Crime
tt0109906,Drama
tt0110057,Documentary
tt0110057,Drama
tt0110057,Sport
tt0110005,Biography
tt0110005,Crime
tt0110005,Drama
tt0110066,Comedy
tt0110116,Biography
tt0110116,Drama
tt0110116,Music
tt0110006,Comedy
tt0110006,Drama
tt0110006,Family
tt0113360,Action
tt0113360,Drama
tt0113360,Thriller
tt0110099,Comedy
tt0110099,Romance
tt0110148,Drama
tt0110148,Fantasy
tt0110148,Horror
tt0113463,Biography
tt0113463,Drama
tt0113463,History
tt0110189,Comedy
tt0110189,Crime
tt0110216,Comedy
tt0110216,Romance
tt0110216,Sci-Fi
tt0113501,Action
tt0113501,Crime
tt0113501,Drama
tt0113538,Adventure
tt0113538,Comedy
tt0113538,Family
tt0113552,Crime
tt0113552,Drama
tt0113552,Thriller
tt0076759,Action
tt0076759,Adventure
tt0076759,Fantasy
tt0110367,Drama
tt0110367,Family
tt0110367,Romance
tt0113670,Drama
tt0113670,Family
tt0113670,Fantasy
tt0110296,Drama
tt0109731,Crime
tt0109731,Drama
tt0109731,Thriller
tt0103994,Drama
tt0103994,Romance
tt0110322,Drama
tt0110322,Romance
tt0110322,War
tt0110443,Adventure
tt0110443,Comedy
tt0110443,Family
tt0110365,Crime
tt0110365,Drama
tt0107566,Crime
tt0107566,Drama
tt0110391,Comedy
tt0110391,Drama
tt0110391,Romance
tt0113691,Drama
tt0110428,Biography
tt0110428,Comedy
tt0110428,Drama
tt0109836,Drama
tt0109836,Horror
tt0109836,Romance
tt0113755,Comedy
tt0113755,Family
tt0110538,Comedy
tt0110538,Drama
tt0110516,Comedy
tt0110516,Romance
tt0110527,Drama
tt0110527,Family
tt0110527,Fantasy
tt0113808,Comedy
tt0113808,Romance
tt0113896,Drama
tt0113870,Drama
tt0113870,Thriller
tt0110684,Comedy
tt0110684,Drama
tt0110638,Drama
tt0113967,Crime
tt0113967,Drama
tt0117169,Action
tt0117169,Crime
tt0117169,Drama
tt0106402,Comedy
tt0106402,Horror
tt0106402,Mystery
tt0110671,Comedy
tt0110671,Drama
tt0110671,Romance
tt0110632,Crime
tt0110632,Romance
tt0110737,Comedy
tt0110737,Romance
tt0110729,Crime
tt0110729,Drama
tt0114069,Action
tt0114069,Drama
tt0114069,Thriller
tt0110413,Action
tt0110413,Crime
tt0110413,Drama
tt0114113,Comedy
tt0114113,Drama
tt0114113,Romance
tt0114210,Comedy
tt0114210,Romance
tt0110912,Crime
tt0110912,Drama
tt0114084,Drama
tt0105652,Comedy
tt0105652,Drama
tt0110889,Drama
tt0110889,Romance
tt0110932,Biography
tt0110932,Drama
tt0110932,History
tt0114129,Drama
tt0114129,Romance
tt0110963,Biography
tt0110963,Drama
tt0110963,History
tt0114214,Action
tt0114214,Drama
tt0114214,Romance
tt0114296,Comedy
tt0114296,Drama
tt0110907,Comedy
tt0110907,Drama
tt0111495,Drama
tt0111495,Mystery
tt0111495,Romance
tt0108394,Drama
tt0108394,Music
tt0108394,Mystery
tt0111507,Comedy
tt0111507,Drama
tt0111507,Romance
tt0110769,Drama
tt0110769,Romance
tt0110965,Drama
tt0110965,Horror
tt0110965,Thriller
tt0114571,Comedy
tt0114571,Drama
tt0111333,Adventure
tt0111333,Animation
tt0111333,Comedy
tt0111112,Drama
tt0111112,Family
tt0111112,Fantasy
tt0111255,Action
tt0111255,Drama
tt0111255,Thriller
tt0111282,Action
tt0111282,Adventure
tt0111282,Sci-Fi
tt0111070,Comedy
tt0111070,Drama
tt0111070,Family
tt0111161,Drama
tt0111149,Crime
tt0111149,Drama
tt0111149,Thriller
tt0108260,Drama
tt0108260,Thriller
tt0106966,Comedy
tt0106966,Drama
tt0106966,Romance
tt0114594,Comedy
tt0114594,Crime
tt0111309,Comedy
tt0111309,Drama
tt0113936,Adventure
tt0113936,Comedy
tt0110081,Drama
tt0110081,War
tt0114614,Action
tt0114614,Comedy
tt0114614,Sci-Fi
tt0114608,Action
tt0114608,Fantasy
tt0114608,Horror
tt0111280,Action
tt0111280,Adventure
tt0111280,Mystery
tt0114609,Crime
tt0114609,Drama
tt0114609,Horror
tt0111454,Biography
tt0111454,Drama
tt0111454,Romance
tt0114852,Horror
tt0114852,Sci-Fi
tt0114852,Thriller
tt0114694,Adventure
tt0114694,Comedy
tt0111590,Comedy
tt0111590,Drama
tt0111590,Romance
tt0114788,Crime
tt0114788,Thriller
tt0114888,Action
tt0114888,Drama
tt0114888,War
tt0108550,Drama
tt0114857,Action
tt0114857,Crime
tt0114857,Sci-Fi
tt0114924,Comedy
tt0114924,Drama
tt0114924,Romance
tt0111667,Drama
tt0111667,History
tt0111667,War
tt0109655,Drama
tt0109655,Romance
tt0110598,Comedy
tt0110598,Drama
tt0112435,Comedy
tt0112435,Drama
tt0112435,Family
tt0109040,Comedy
tt0109045,Comedy
tt0109045,Music
tt0106339,Biography
tt0106339,Drama
tt0106339,Music
tt0104779,Drama
tt0104779,Romance
tt0104779,Thriller
tt0109348,Comedy
tt0109348,Crime
tt0109444,Action
tt0109444,Crime
tt0109444,Drama
tt0109446,Crime
tt0109446,Drama
tt0109446,Mystery
tt0109484,Comedy
tt0109484,Drama
tt0109484,Romance
tt0109504,Comedy
tt0109504,Drama
tt0109506,Action
tt0109506,Crime
tt0109506,Drama
tt0109450,Biography
tt0109450,Drama
tt0109450,Sport
tt0109813,Comedy
tt0109813,Family
tt0109813,Fantasy
tt0109830,Drama
tt0109830,Romance
tt0109831,Comedy
tt0109831,Drama
tt0109831,Romance
tt0113305,Crime
tt0113305,Drama
tt0113305,Thriller
tt0110091,Comedy
tt0110091,Drama
tt0110091,Romance
tt0110093,Action
tt0110093,Comedy
tt0110093,Romance
tt0110167,Comedy
tt0110167,Drama
tt0110167,Romance
tt0110213,Adventure
tt0110213,Family
tt0110213,Fantasy
tt0107472,Biography
tt0107472,Documentary
tt0107472,History
tt0110357,Adventure
tt0110357,Animation
tt0110357,Drama
tt0107426,Drama
tt0111686,Fantasy
tt0111686,Horror
tt0111686,Mystery
tt0110475,Comedy
tt0110475,Crime
tt0110475,Fantasy
tt0110478,Action
tt0110478,Adventure
tt0110478,Comedy
tt0110588,Biography
tt0110588,Drama
tt0110622,Comedy
tt0110622,Crime
tt0110771,Comedy
tt0110771,Drama
tt0110950,Comedy
tt0110950,Drama
tt0110950,Romance
tt0105226,Crime
tt0105226,Drama
tt0105226,Thriller
tt0110989,Comedy
tt0110989,Family
tt0111054,Drama
tt0110997,Adventure
tt0110997,Crime
tt0110997,Thriller
tt0111257,Action
tt0111257,Adventure
tt0111257,Thriller
tt0111256,Comedy
tt0111256,Romance
tt0111438,Action
tt0111438,Crime
tt0111438,Sci-Fi
tt0111503,Action
tt0111503,Comedy
