show_id,person_id,character_name,role
tt2262308,nm0691600,Chyler Silva,actress
tt2262308,nm3964998,April Orenski,actress
tt2262308,nm0957909,Colonel Mehaffey,actress
tt2262308,nm1642004,Michael Sullivan,actor
tt2262308,nm0233304,General Black,actor
tt2262308,nm4256622,Walter Vickers,actor
tt2262308,nm1859543,Junjie Chen,actor
tt2262308,nm3304127,Dimah Tchakova,actress
tt2262308,nm1214436,Master Chief,actor
tt0297994,nm1463305,Mii,actress
tt0297994,nm0370677,Ongo,actress
tt0297994,nm0793585,Rongo,actress
tt0297994,nm0454049,Aham,actor
tt0297994,nm0945322,Takuma Kusanagi,actor
tt0297994,nm1840367,Nami Kuki,actress
tt0297994,nm0959972,Fuyuhiko Rokudo,actor
tt0297994,nm0405289,Haruka Rokudo,actress
tt0297994,nm2519237,Itsuki Kusanagi,actor
tt0297994,nm0944985,Manami Izumikawa,actress
tt0066674,nm0694293,Jude Fawley,actor
tt0066674,nm0907731,Sue Bridehead,actress
tt0066674,nm0291599,Richard Phillotson,actor
tt0066674,nm0372444,Drusilla Fawley,actress
tt0066674,nm0550731,Arabella Down,actress
tt0066674,nm0625401,Mrs. Edlin,actress
tt0066674,nm6021264,Unknown,actress
tt0066674,nm0171282,Miss Fontover,actress
tt0066674,nm0325468,Tinker Taylor,actor
tt0066674,nm0676331,Poilceman,actor
tt0066674,nm0745346,Mr. Dawlish,actor
tt0066674,nm0723649,Juey,actor
tt0221300,nm0202966,Narrator,actor
tt0221300,nm0005148,Narrator,actor
tt0221300,nm0176723,Narrator,actor
tt0221300,nm0000168,Narrator,actor
tt0221300,nm0097842,,actor
tt0230534,nm0000367,Jean Valjean,actor
tt0230534,nm0002010,Thénardier,actor
tt0230534,nm0000518,Javert,actor
tt0230534,nm0001461,Cosette,actress
tt0230534,nm0516272,Marius,actor
tt0230534,nm0001250,Fantine,actress
tt0230534,nm0000782,Éponine Thénardier,actress
tt0230534,nm0274704,Madame Thénardier,actress
tt0230534,nm0603402,Mère Innocente,actress
tt0230534,nm0583856,Soeur Simplice,actress
tt0089018,nm2218788,Manoel (7 ans),actor
tt0089018,nm0535166,Mère de Manoel,actress
tt0089018,nm0374766,Père de Manoel,actor
tt0089018,nm2214051,Manoel (13 ans),actor
tt0089018,nm0246822,Capitain Araujo,actor
tt0089018,nm0683768,Professeur,actor
tt0089018,nm0347270,Tante,actress
tt0089018,nm0208469,Pêcheur,actor
tt0089018,nm0154704,Marilina,actress
tt0089018,nm0798449,Roque,actor
tt1806234,nm0000457,Narrator,actor
tt0427531,nm2263555,Mikura Suzuki,actress
tt0427531,nm0945726,Harada Tomohisa,actor
tt0427531,nm0386380,Kurokawa,actor
tt0427531,nm0959936,Momoi Momokichi,actor
tt0427531,nm1389919,Momomi Momoi,actress
tt0427531,nm0906696,Hirooka,actor
tt0427531,nm0586528,Additional Voices,actor
tt0427531,nm0741398,Little Girl,actress
tt0427531,nm0118612,Kurokawa,actor
tt0427531,nm0485670,Bodyguard,actor
tt0427531,nm0528936,Bodyguard B,actor
tt0118248,nm0000323,Captain Nemo,actor
tt0118248,nm0001131,Pierre Arronax,actor
tt0118248,nm0000214,Mara,actress
tt0118248,nm0015382,Cabe Attucks,actor
tt0118248,nm0000986,Ned Land,actor
tt0118248,nm0045324,Thierry Arronax,actor
tt0118248,nm0358749,Saxon,actor
tt0118248,nm0565518,Admiral McCutcheon,actor
tt0118248,nm0035788,Lydia,actress
tt0118248,nm0161128,Imei,actress
tt0321897,nm0562003,Mirah Lapidoth,actress
tt0321897,nm0002081,Sir Hugo Mallinger,actor
tt0321897,nm0740500,Mrs. Davilow,actress
tt0321897,nm0051394,Lush,actor
tt0321897,nm0408309,Mrs. Meyrick,actress
tt0321897,nm0051397,Hans Meyrick,actor
tt0321897,nm0322510,Lady Mallinger,actress
tt0321897,nm0199215,Daniel Deronda,actor
tt0321897,nm0304801,Gwendolen Harleth,actress
tt0321897,nm0095017,Henleigh Grandcourt,actor
tt0220924,nm0001773,Narrator,actor
tt0220924,nm13581061,,actor
tt0220924,nm8059278,,actor
tt0220924,nm0097842,,actor
tt0077159,nm0784727,Simão Botelho,actor
tt0077159,nm0369514,Teresa de Albuquerque,actress
tt0077159,nm0908991,Mariana,actress
tt0077159,nm0182075,João da Cruz,actor
tt0077159,nm0895669,Tadeu de Albuquerque,actor
tt0077159,nm0299144,Domingos Botelho,actor
tt0077159,nm0656932,Baltazar Coutinho,actor
tt0077159,nm0241302,Dona Rita,actress
tt0077159,nm0057817,"Madre Superiora, tia de Teresa",actress
tt0077159,nm0126859,Capitão do barco,actor
tt1985443,nm0000126,'Devil' Anse Hatfield,actor
tt1985443,nm0000200,Randall McCoy,actor
tt1985443,nm1204778,Johnse Hatfield,actor
tt1985443,nm0000297,Jim Vance,actor
tt1985443,nm0000959,Judge Valentine 'Wall' Hatfield,actor
tt1985443,nm0397110,'Bad' Frank Phillips,actor
tt1985443,nm0540441,Nancy McCoy,actress
tt1985443,nm0661703,Levicy Hatfield,actress
tt1985443,nm1272826,Roseanna McCoy,actress
tt1985443,nm0895812,Perry Cline,actor
tt0238064,nm0919867,Brian Wilson,actor
tt0238064,nm0504762,Mike Love,actor
tt0238064,nm0820903,Dennis Wilson,actor
tt0238064,nm0891224,Al Jardine,actor
tt0238064,nm0636092,Carl Wilson,actor
tt0238064,nm0394992,Marilyn Rovell,actress
tt0238064,nm0535903,Nik Venet,actor
tt0238064,nm0680881,,actress
tt0238064,nm0298281,Mike Love's Dad,actor
tt0238064,nm0589896,Audree Wilson,actress
tt0119348,nm0053384,Diana Goode,actress
tt0119348,nm0017733,Anne Cattrell,actress
tt0119348,nm0714874,D.C.I. Walsh,actor
tt0119348,nm0236069,Phoebe Maybury,actress
tt0119348,nm0185819,D.S. McLoughlin,actor
tt0119348,nm0585661,D.C. Blackshaw,actor
tt0119348,nm0394531,D.S. Robinson,actor
tt0119348,nm0384169,Fred Phillips,actor
tt0119348,nm0068029,Molly Phillips,actress
tt0119348,nm0308165,P.C. Williams,actor
tt0167565,nm0000367,Abbé Busoni,actor
tt0167565,nm0001560,Mercedes,actress
tt0167565,nm0734000,Fernand De Morcerf,actor
tt0167565,nm0034079,Villefort,actor
tt0167565,nm0748207,Bertuccio,actor
tt0167565,nm0201151,Camille De La Richardais,actress
tt0167565,nm0859985,Maximilien Morrel,actor
tt0167565,nm0580720,Albert De Morcerf,actor
tt0167565,nm0220017,Valentine De Villefort,actress
tt0167565,nm0898653,Heloise De Villefort,actress
tt0061253,nm0692110,Soames Forsyte,actor
tt0061253,nm0879239,Winifred Dartie,actress
tt0061253,nm0692239,Irene Forsyte née Heron,actress
tt0061253,nm0603336,'Young Jolyon' Forsyte,actor
tt0061253,nm0058060,June Forsyte,actress
tt0061253,nm0358925,Fleur Mont née Forsyte,actress
tt0061253,nm0672077,Michael Mont,actor
tt0061253,nm0428723,Smither,actress
tt0061253,nm0920555,James Forsyte,actor
tt0061253,nm0054114,George Forsyte,actor
tt0077025,nm0098733,Rudi Weiss,actor
tt0077025,nm0271165,Helena Slomova,actress
tt0077025,nm0365281,Berta Palitz Weiss,actress
tt0077025,nm0371304,Heinz Muller,actor
tt0077025,nm0605363,Erik Dorf,actor
tt0077025,nm0636193,Marta Dorf,actress
tt0077025,nm0741394,Franz Lowy,actor
tt0077025,nm0827137,Uncle Kurt Dorf,actor
tt0077025,nm0910737,Moses Weiss,actor
tt0077025,nm0001831,Heydrich,actor
tt0384013,nm0304801,Sugar,actress
tt0384013,nm1483369,William Rackham,actor
tt0384013,nm2380918,Mrs. Agnes Rackham,actress
tt0384013,nm0376602,Mrs. Emmeline Fox,actress
tt0384013,nm0529098,Clara,actress
tt0384013,nm4416062,Letty,actress
tt0384013,nm0077397,Lady Constance Bridgelow,actress
tt0384013,nm0001290,Doctor Curlew,actor
tt0384013,nm2948818,Christopher,actor
tt0384013,nm2463762,Janey,actress
tt0432232,nm0193231,Narrator,actor
tt2510620,nm5380196,Human Computer,actress
tt2262456,nm0504320,Exeter,actor
tt2262456,nm0750971,Falstaff,actor
tt2262456,nm0313702,Bardolph,actor
tt2262456,nm0533174,Brakenbury,actor
tt2262456,nm1089991,Prince Hal,actor
tt2262456,nm0645683,Margaret,actress
tt2262456,nm0491190,Westmoreland,actor
tt2262456,nm0836432,Henry VI,actor
tt2262456,nm0910278,Mistress Quickly,actress
tt2262456,nm0035605,Northumberland,actor
tt0108956,nm0000323,Joseph Stalin,actor
tt0108956,nm0001364,Winston Churchill,actor
tt0108956,nm0001475,Franklin D. Roosevelt,actor
tt0108956,nm0000893,Harry Hopkins,actor
tt0108956,nm0873131,Vyacheslav Molatov,actor
tt0158591,nm0875442,Leona,actress
tt0158591,nm0959991,Al,actor
tt0158591,nm0946344,Brenten,actor
tt0158591,nm0619077,The Chief,actor
tt0158591,nm0157133,Megane,actor
tt0158591,nm0869301,Mohican,actor
tt0158591,nm0411112,The Chaplain,actor
tt0158591,nm0849776,The Doctor,actor
tt0158591,nm0945881,Buaku,actor
tt0158591,nm0593047,Annapuma,actress
tt1285482,nm1010789,Paul 'Bubble' Ferguson,actor
tt1285482,nm1785575,Kelly Povell,actress
tt1285482,nm0638762,Patrick Goad,actor
tt1285482,nm1981893,Riq Rahman,actor
tt1285482,nm0564635,Davina McCall,actress
tt1285482,nm2746067,Brian Belo,actor
tt1285482,nm1546206,Marky,actor
tt1285482,nm0179596,Veronica,actress
tt1285482,nm0253126,Joplin,actor
tt1285482,nm0108510,Alex,actress
tt0401019,nm0716293,Cassie Mahy,actress
tt0401019,nm0853583,PC Wilf Jonas,actor
tt0401019,nm0285726,Kathleen Jonas,actress
tt0401019,nm0391600,Felicity Dorr,actress
tt0401019,nm0928134,Sen. James Dorr,actor
tt0401019,nm0302491,Sheldon Leveque,actor
tt0401019,nm0296219,Angelique Mahy,actress
tt0401019,nm1495742,June Mahy,actress
tt0401019,nm0753219,Ada Jonas,actress
tt0401019,nm0322562,Oberst Heinrich Baron Von Rheingarten,actor
tt2707792,nm0386472,Clyde Barrow,actor
tt2707792,nm0334441,Bonnie Parker,actress
tt2707792,nm0405103,Blanche Barrow,actress
tt2707792,nm0714147,P.J. Lane,actress
tt2707792,nm1460812,Buck Barrow,actor
tt2707792,nm0225460,Cummie Barrow,actress
tt2707792,nm3332884,Ted Hinton,actor
tt2707792,nm0860233,Warden,actor
tt2707792,nm0000456,Emma Parker,actress
tt2707792,nm0000458,Frank Hamer,actor
tt0086723,nm0348860,Alisa Seleznyova,actress
tt0086723,nm0284469,Kolya Gerasimov,actor
tt0086723,nm0622638,Fima Korolyov,actor
tt0086723,nm0627511,Veselchak U - kosmicheskiy pirat,actor
tt0086723,nm0465244,Krys - kosmicheskiy pirat,actor
tt0086723,nm0314048,Robot Verter,actor
tt0086723,nm0582666,Polina,actress
tt0086723,nm0636467,Ded Pavel,actor
tt0086723,nm0409594,Yulya Gribkova,actress
tt0086723,nm0102481,Mama Koli Gerasimova,actress
tt0086723,nm4874483,Alla Sergeevna - uchitelnitsa angliyskogo yazyka,actress
tt0086723,nm0827982,Shurochka - medsestra,actress
tt1450364,nm0266713,Jonah Fa'auigaese,actor
tt1450364,nm0662164,Leighton Mills,actor
tt1450364,nm2788229,Leilani Fa'auigaese,actress
tt1450364,nm0500237,Mick Fa'auigaese,actor
tt1450364,nm0301138,Malepe Fa'auigaese,actor
tt1450364,nm1438992,Suga Fa'auigaese,actress
tt1450364,nm2544715,Kirsty,actress
tt1450364,nm3062445,Grace,actress
tt1450364,nm0535741,Prince To'omai,actor
tt1450364,nm0759819,Agent Amy Bickler,actress
tt0362192,nm0799591,Cal McCaffrey,actor
tt0362192,nm0607375,Stephen Collins,actor
tt0362192,nm0531808,Della Smith,actress
tt0362192,nm0631490,Cameron Foster,actor
tt0362192,nm0120111,Helen Preger,actress
tt0362192,nm0938950,Pete Cheng,actor
tt0362192,nm1368934,Liz,actress
tt0362192,nm0322562,DCI William Bell,actor
tt0362192,nm0908116,Anne Collins,actress
tt0362192,nm0564215,Dan Foster,actor
tt1081731,nm1929945,Serrallonga,actor
tt1081731,nm0783591,Antic,actor
tt1081731,nm1359465,Margarida,actress
tt1081731,nm1283047,Joana Massissa,actress
tt1081731,nm1123309,Flor,actress
tt1081731,nm2259074,Segimon,actor
tt1081731,nm2407739,Pere,actor
tt1081731,nm1382695,Guerxo,actor
tt1081731,nm1591927,Negre,actor
tt1081731,nm1319891,Fadrí de Sau,actor
tt0082461,nm0001319,Peter Cabot,actor
tt0082461,nm0000489,John McKenzie,actor
tt0082461,nm0000734,Adm. Wiley Sloan,actor
tt0082461,nm0001017,Ronald Bentley,actor
tt0082461,nm0179376,Dr. Sam Marlowe,actor
tt0082461,nm0001233,Cmdr. Jeff Selkirk,actor
tt0082461,nm0331319,Dan Wesker,actor
tt0082461,nm0550577,Dr. Goldman,actress
tt0082461,nm0570615,Sen. Oliver Bartholomew,actor
tt0082461,nm0634282,Mrs. Sarah Bartholomew,actress
tt3218680,nm0847594,Red,actress
tt3218680,nm3414040,Green,actor
tt3218680,nm0745310,Red,actor
tt3218680,nm2335252,Blue,actor
tt3218680,nm6257123,,actor
tt3218680,nm3514770,,actress
tt3218680,nm0950830,,actress
tt3218680,nm5713187,,actress
tt3218680,nm5713144,,actress
tt3218680,nm1779692,,actor
tt3218680,nm1566139,,actor
tt0898266,nm0301959,Leonard Hofstadter,actor
tt0898266,nm1433588,Sheldon Cooper,actor
tt0898266,nm0192505,Penny,actress
tt0898266,nm0374865,Howard Wolowitz,actor
tt0898266,nm2471798,Raj Koothrappali,actor
tt0898266,nm1851981,Bernadette Rostenkowski,actress
tt0898266,nm0080524,Amy Farrah Fowler,actress
tt0898266,nm0839934,Stuart Bloom,actor
tt0898266,nm0839836,Debbie Wolowitz,actress
tt0898266,nm0101152,Barry Kripke,actor
tt0072500,nm0000092,Basil Fawlty,actor
tt0072500,nm0768795,Sybil Fawlty,actress
tt0072500,nm0755133,Manuel,actor
tt0072500,nm0095665,Polly Sherman,actress
tt0072500,nm0075326,Major Gowen,actor
tt0072500,nm0283148,Miss Agatha Tibbs,actress
tt0072500,nm0731513,Miss Ursula Gatsby,actress
tt0072500,nm0355363,Terry,actor
tt0072500,nm0175560,Mr. Johnston,actor
tt0072500,nm0072483,Mrs. Heath,actress
tt0995832,nm0002907,Sgt. Brad 'Iceman' Colbert,actor
tt0995832,nm0710447,Cpl. Josh Ray Person,actor
tt0995832,nm0855564,Evan 'Scribe' Wright,actor
tt0995832,nm0005030,Sgt. Antonio 'Poke' Espera,actor
tt0995832,nm1197466,Lt. Nathaniel Fick,actor
tt0995832,nm1312073,Lance Cpl. Harold James Trombley,actor
tt0995832,nm0521416,Navy Hm2 Robert Timothy 'Doc' Bryan,actor
tt0995832,nm1569067,Cpl. Evan 'Q-Tip' Stafford,actor
tt0995832,nm1437733,Cpl. Walt Hasser,actor
tt0995832,nm0578766,Gunnery Sgt. Mike 'Gunny' Wynn,actor
tt0219430,nm0470886,Thomas,actor
tt0219430,nm0439642,Sigge,actor
tt0219430,nm0845281,Nina,actress
tt0219430,nm0138120,Olof,actor
tt0219430,nm0706548,Bergman,actor
tt0219430,nm0138107,Jenny,actress
tt0219430,nm0440906,Hanna,actress
tt0219430,nm0678550,Marit,actress
tt0219430,nm0090356,Carina,actress
tt0219430,nm0635030,Chefen,actor
tt0117547,nm0000454,Generale Tariq,actor
tt0117547,nm0000167,Delilah,actress
tt0117547,nm0856908,Samson,actor
tt0117547,nm0001667,Sansone a 14 anni,actor
tt0117547,nm0002091,Re Hamun,actor
tt0117547,nm0001671,Mara,actress
tt0117547,nm0557292,Ira,actor
tt0117547,nm0293550,Manoach,actor
tt0117547,nm0065353,Principe Sidqa,actor
tt0117547,nm0034823,Noemi,actress
tt0433722,nm0959936,Keiichi Ikari,actor
tt0433722,nm0782841,Mitsuhiro Maniwa,actor
tt0433722,nm1145982,Tsukiko Sagi,actress
tt0433722,nm0566332,Keiichi Ikari,actor
tt0433722,nm1240448,Mitsuhiro Maniwa,actor
tt0433722,nm0756509,Old Man,actor
tt0433722,nm0741398,Tsukiko Sagi,actress
tt0433722,nm0292823,Old Man,actor
tt0433722,nm0422849,Akio Kawazu,actor
tt0433722,nm1160233,Shonen Bat,actor
tt0213338,nm0945290,Spike Spiegel,actor
tt0213338,nm0411167,Jet Black,actor
tt0213338,nm0370677,Faye Valentine,actress
tt0213338,nm0089707,Spike Spiegel,actor
tt0213338,nm0082507,Jet Black,actor
tt0213338,nm0138233,Additional Voices,actor
tt0213338,nm0283253,Faye Valentine,actress
tt0213338,nm0157120,Man 2,actor
tt0213338,nm0153100,Edward Wong Hau Pepelu Tivruski IV,actress
tt0213338,nm0846248,Edward Wong Hau Pepelu Tivruski IV,actress
tt1738340,nm1239499,Rupert Birkin,actor
tt1738340,nm0830556,Ursula Brangwen,actress
tt1738340,nm1152798,Gerald Crich,actor
tt1738340,nm2372275,Hermione Roddice,actress
tt1738340,nm0683253,Gudrun Brangwen,actress
tt1738340,nm0529300,Mr. Crich,actor
tt1738340,nm2033429,Alexander Roddice,actor
tt1738340,nm0841652,Wolfgang Loerke,actor
tt1738340,nm0935746,Mr. Sutton,actor
tt1738340,nm0716293,Anna Brangwen,actress
tt0974077,nm0001132,Miss Matty Jenkyns,actress
tt0974077,nm0001767,Miss Pole,actress
tt0974077,nm0571549,Mrs Forrester,actress
tt0974077,nm1373096,Mary Smith,actress
tt0974077,nm0277525,Miss Tomkinson,actress
tt0974077,nm0283409,Mrs Jamieson,actress
tt0974077,nm1375020,Harry Gregson,actor
tt0974077,nm0421105,Reverend Hutton,actor
tt0974077,nm0141697,Captain Brown,actor
tt0974077,nm0276133,Miss Galindo,actress
tt1219817,nm0185404,Moist Von Lipwig,actor
tt1219817,nm0001097,Lord Vetinari,actor
tt1219817,nm0837064,Reacher Gilt,actor
tt1219817,nm2946516,Adora Belle Dearheart,actress
tt1219817,nm0755133,Groat,actor
tt1219817,nm0922367,Ridcully,actor
tt1219817,nm0671487,Drumknott,actor
tt1219817,nm0053448,Dave Pins,actor
tt1219817,nm0378132,Mr. Pony,actor
tt1219817,nm0913116,Priest,actor
tt3087752,nm0757855,Rosemary Woodhouse,actress
tt3087752,nm1140666,Guy Woodhouse,actor
tt3087752,nm0000962,Margaux Castevet,actress
tt3087752,nm1268047,Julie,actress
tt3087752,nm0005042,Roman Castevet,actor
tt3087752,nm0705005,Commissioner Fontaine,actor
tt3087752,nm2476624,Jacques,actor
tt3087752,nm0479131,Victoria Plasir,actress
tt3087752,nm6503714,Laura Veaulieu,actress
tt3087752,nm0699659,Mr. Wees,actor
tt1720619,nm0461136,Tinker Bell,actress
tt1720619,nm1089027,Tinker Bell,actress
tt1720619,nm0295484,Elizabeth Bonny,actress
tt1720619,nm2185462,Peter,actor
tt1720619,nm0001364,Mr. Smee,actor
tt1720619,nm0031679,Gentleman Starkey,actor
tt1720619,nm3242463,Tootles,actor
tt1720619,nm2617600,Curly,actor
tt1720619,nm0406975,Jimmy Hook,actor
tt1720619,nm3300069,Nibs,actor
tt2649522,nm0855039,Will Burton,actor
tt2649522,nm1527905,Liam Foyle,actor
tt2649522,nm0107261,Mary,actress
tt2649522,nm0645683,Maggie Gardner,actress
tt2649522,nm0504320,Richard Mayfield QC,actor
tt2649522,nm0307122,Trevor Harris,actor
tt2649522,nm5591800,Jamie Burton,actor
tt2649522,nm1643154,Danny Monk,actor
tt2649522,nm2935576,Tara,actress
tt2649522,nm0940245,George Balfour QC,actor
tt0098492,nm0383022,Noriko Takaya,actress
tt0098492,nm0757290,Kazumi 'One-sama' Amano,actress
tt0098492,nm0906696,Kôichirô 'Coach' Ôhta,actor
tt0098492,nm0442844,Jung Freud,actress
tt0098492,nm0818111,,actor
tt0098492,nm7112120,Koichiro Ohta,actor
tt0098492,nm6213833,Observation Department Head,actor
tt0098492,nm7835030,Noriko Takaya,actress
tt0098492,nm4408448,Kazumi Amano,actress
tt0098492,nm11088189,Jung Freud,actress
tt0856824,nm0298009,Nono,actress
tt0856824,nm0757087,Lal'C Mellk Mal,actress
tt0856824,nm1328076,Tycho Science,actress
tt0856824,nm0412628,Nicholas Vacheron,actor
tt0856824,nm0945726,Casio Takashirô,actor
tt0856824,nm1058720,Piaget Serpentine,actress
tt0856824,nm1124112,LeCoultre Serpentine,actress
tt0856824,nm0765815,Gouya Reicy,actor
tt0856824,nm1919164,Roo Soon,actress
tt0856824,nm0840501,Roy Anyan,actor
tt0364146,nm0001126,Dr. Samantha Hill,actress
tt0364146,nm0911542,"Roy Nolan, FEMA Director",actor
tt0364146,nm0001720,Dr. Zack Nolan,actor
tt0364146,nm0384211,Dr. Owen Hunter,actor
tt0364146,nm0000977,President Paul Hollister,actor
tt0364146,nm0773884,Clark Williams,actor
tt0364146,nm0192505,Amanda Williams,actress
tt0364146,nm0420953,Governor Carla Williams,actress
tt0364146,nm0190931,Dr. Jordan Fisher,actor
tt0364146,nm0548498,"Daniel, Hollister's Advisor",actor
tt0284741,nm0005438,Gaius Julius Caesar,actor
tt0284741,nm0001321,Lucius Cornelius Sulla,actor
tt0284741,nm0000686,Marcus Portius Cato,actor
tt0284741,nm0000420,Calpurnia,actress
tt0284741,nm0636562,Pompey,actor
tt0284741,nm0272224,Vercingetorix,actor
tt0284741,nm0604349,Caius Cassius,actor
tt0284741,nm0824215,Portia,actress
tt0284741,nm0765010,Cleopatra,actress
tt0284741,nm0342151,Julia,actress
tt0076993,nm0000994,Herman Bockweiss,actor
tt0076993,nm0000324,Clay Basket,actress
tt0076993,nm0000328,Alexander McKeag,actor
tt0076993,nm0001066,Pasquinel,actor
tt0076993,nm0001077,Colonel Frank Skimmerhorn,actor
tt0076993,nm0263496,Major Maxwell Mercy,actor
tt0076993,nm0440090,Hans Brumbaugh,actor
tt0076993,nm0001417,Sheriff Axel Dumire,actor
tt0076993,nm0001419,Lise Bockweiss,actress
tt0076993,nm0000587,Sam Purchas,actor
tt0074621,nm0225191,Vincent Bugliosi,actor
tt0074621,nm0706883,Charles Manson,actor
tt0074621,nm0938114,Susan Atkins,actress
tt0074621,nm0122782,Linda Kasabian,actress
tt0074621,nm0057651,Patricia Krenwinkel,actress
tt0074621,nm0656826,Leslie Van Houten,actress
tt0074621,nm0649178,Aaron Stovitz,actor
tt0074621,nm0921225,Lt. Brenner,actor
tt0074621,nm0015826,Phil Cohen,actor
tt0074621,nm0244170,Tex Watson,actor
tt0090522,nm0001058,Helene Junot,actress
tt0090522,nm0001922,Count De Ville,actor
tt0090522,nm0001943,Luba Tcherina,actress
tt0090522,nm0000925,Karl Von Eiderfeld,actor
tt0090522,nm0004767,Steve Bryant,actor
tt0090522,nm0099953,Jeanne,actress
tt0090522,nm0101175,Natalie Junot,actress
tt0090522,nm0001010,Odile,actress
tt0090522,nm0225698,Hubert De Ville,actor
tt0090522,nm0267232,David Westfield,actor
tt0346223,nm0390903,Guy Burgess,actor
tt0346223,nm0827170,Kim Philby,actor
tt0346223,nm0672303,Donald Maclean,actor
tt0346223,nm0922335,Anthony Blunt,actor
tt0346223,nm0481931,Jack Hewit,actor
tt0346223,nm0687491,Melinda,actress
tt0346223,nm0195928,Henry,actor
tt0346223,nm0681975,Colonel Winter,actor
tt0346223,nm0411903,Otto,actor
tt0346223,nm0942202,Guy Liddell,actor
tt0397501,nm0000664,Allan Quatermain,actor
tt0397501,nm0233145,Elizabeth Maitland,actress
tt0397501,nm0550462,Captain Good,actor
tt0397501,nm0822062,Dr. Sam Maitland,actor
tt0397501,nm0004303,Bruce McNabb,actor
tt0397501,nm0648943,Umbopa,actor
tt0397501,nm0731167,Sir Henry Curtis,actor
tt0397501,nm0095930,Ivan Fleekov,actor
tt0397501,nm0434444,Twala,actor
tt0397501,nm1747851,Gagool,actress
tt0468988,nm0196592,Ross Duffy,actor
tt0468988,nm0000153,FEMA Director Judith Carr,actress
tt0468988,nm0001147,Faith Clavell,actress
tt0468988,nm0001642,Tornado Tommy Dixon,actor
tt0468988,nm0001822,Sen. Ryan Carr,actor
tt0468988,nm0735226,USAF Pilot Ritter,actor
tt0468988,nm0817819,FPS Agent Gavin Carr,actor
tt0468988,nm0494774,Monty,actor
tt0468988,nm0438127,Secretary of Homeland Security Jim Roberts,actor
tt0468988,nm0095751,Brigid,actress
tt1883092,nm1432815,Wilhelm Winter,actor
tt1883092,nm0771713,Friedhelm Winter,actor
tt1883092,nm0778348,Greta,actress
tt1883092,nm0825587,Charlotte,actress
tt1883092,nm0872225,Viktor Goldstein,actor
tt1883092,nm2409219,Dorn,actor
tt1883092,nm1007965,Hildegard,actress
tt1883092,nm0775794,Dr. Jahn,actor
tt1883092,nm2202601,Oberschwester,actress
tt1883092,nm0666788,Lilja,actress
tt0446610,nm0922335,Narrator,actor
tt0446610,nm0001373,Narrator,actress
tt0446610,nm0373946,Narrator,actor
tt0446610,nm0555620,Rudolph Höss,actor
tt0446610,nm0586657,Henrich Himmler,actor
tt3012698,nm0000531,Olive Kitteridge,actress
tt3012698,nm0420955,Henry Kitteridge,actor
tt3012698,nm0235652,Bonnie Newton,actress
tt3012698,nm0154914,Harmon Newton,actor
tt3012698,nm3095117,Doyle Larkin,actor
tt3012698,nm0593291,Louise Larkin,actress
tt3012698,nm0906543,Angela O'Meara,actress
tt3012698,nm0302330,Christopher Kitteridge,actor
tt3012698,nm0611932,Jim O'Casey,actor
tt3012698,nm3978372,Mrs. Manhattan,actress
tt1238834,nm0362766,Heathcliff,actor
tt1238834,nm2731660,Cathy,actress
tt1238834,nm0511088,Edgar,actor
tt1238834,nm0484104,Nelly,actress
tt1238834,nm1218607,Hindley,actor
tt1238834,nm1310137,Isabella,actress
tt1238834,nm2390340,Catherine,actress
tt1238834,nm2092835,Linton,actor
tt1238834,nm2959893,Hareton,actor
tt1238834,nm0573618,Mr. Earnshaw,actor
tt2944454,nm4331196,Riley Brown,actress
tt2944454,nm5720886,Jay,actor
tt2944454,nm2329247,Gail,actress
tt2944454,nm5721811,Kara,actress
tt2944454,nm2825203,Angela Vaughn,actress
tt2944454,nm4198185,Trevor,actor
tt2944454,nm4723086,Quinn,actor
tt2944454,nm4440417,Jimmy Natale,actor
tt2944454,nm5626215,DJ,actor
tt2944454,nm2452495,Edward,actor
tt3069212,nm0407033,Gôtetsu,actor
tt3069212,nm2038226,Ken Masters,actor
tt3069212,nm2538735,Ryu,actor
tt3069212,nm2570241,Young Gôken,actor
tt3069212,nm2859177,Gôki,actor
tt3069212,nm0463511,Gôken,actor
tt3069212,nm1438275,Akuma,actor
tt3069212,nm4114764,Sayaka,actress
tt3069212,nm0945563,Senzô,actor
tt3069212,nm2075330,Mr. Masters,actor
tt1339238,nm2675477,Minato Sahashi,actor
tt1339238,nm2977461,Musubi,actress
tt1339238,nm2095800,Tsukiumi,actress
tt1339238,nm0633989,Kazehana,actress
tt1339238,nm2594314,Matsu,actress
tt1339238,nm1131161,Homura,actress
tt1339238,nm2573928,Kusano,actress
tt1339238,nm3470960,Musubi,actress
tt1339238,nm1896066,Minato Sahashi,actor
tt1339238,nm1513684,Matsu,actress
tt0095388,nm0000323,Inspector Frederick Abberline,actor
tt0095388,nm0000800,Richard Mansfield,actor
tt0095388,nm0564044,Sir William Gull,actor
tt0095388,nm0172484,Sergeant George Godley,actor
tt0095388,nm0094297,Robert James Lees,actor
tt0095388,nm0001265,Catherine Eddowes,actress
tt0095388,nm0005412,Emma,actress
tt0095388,nm0028674,Coroner Wynne Baxter,actor
tt0095388,nm0000771,Mary Jane Kelly,actress
tt0095388,nm0004355,Rodman,actor
tt0115392,nm0001251,Wynn Park,actor
tt0115392,nm0001715,Captain Edward J. Smith,actor
tt0115392,nm0001876,Isabella Paradine,actress
tt0115392,nm0001693,Hazel Foley,actress
